NAME,AMOUNT__C,ASSISTANCE_TYPE__C,CATEGORY__C,DATE_PAID__C,EXPENSE_STATUS__C,EXT_HOUSEHOLD__C,VENDOR__C,EXTERNAL_ID__C
a1H8M000000FAog,335.0,Rental Deposit,Housing,12/17/19,,a1KS0000003P8HHMA0,,a0z4N000005OIopQAG
a1H8M000000FAoX,920.25,Rental Arrears,Housing,05/14/19,,a1KS0000003P8BYMA0,,a0z4N000004sWApQAM
a1H8M000000FAoY,889.97,Rental Arrears,Housing,07/11/19,,a1KS0000003P8EcMAK,,a0z4N000005M24qQAC
a1H8M000000FAoZ,795.0,Rental Deposit,Housing,05/21/19,,a1KS0000003P8BtMAK,,a0z4N000004sWB4QAM
a1H8M000000FAoa,250.0,Rental Deposit,Housing,07/15/19,,a1KS0000003P8EfMAK,,a0z4N000005M25PQAS
a1H8M000000FAob,907.0,Rental Deposit,Housing,11/25/19,,a1KS0000003P8DSMA0,,a0z4N000005NxRHQA0
a1H8M000000FAoc,1125.0,Rental Deposit,Housing,09/04/19,,a1KS0000003P8CpMAK,,a0z4N000005MNeXQAW
a1H8M000000FAod,99.0,Rental Deposit,Housing,02/03/20,,a1KS0000003P8HKMA0,,a0z4N000005P3EuQAK
a1H8M000000FAoe,500.0,Rental Deposit,Housing,02/27/20,,a1KS0000003P8HOMA0,,a0z4N000006ePjEQAU
a1H8M000000FAof,586.5,Rental Deposit,Housing,11/27/18,,a1KS0000003P890MAC,,a0z610000044UsQAAU
a1H8M000000FAoh,800.0,Rental Deposit,Housing,05/21/19,,a1KS0000003P8CdMAK,,a0z4N000004sWBJQA2
a1H8M000000FApC,919.0,Rental Deposit,Housing,05/12/21,,a1KS0000003P8ErMAK,,a0z4N000007oU1MQAU
a1H8M000000FApD,351.02,Transportation,Housing,09/18/19,,a1KS0000003P8HCMA0,,a0z4N000005MgCgQAK
a1H8M000000FApE,755.0,Transportation,Housing,05/13/20,,a1KS0000003P8BnMAK,,a0z4N000006fIorQAE
a1H8M000000FAnL,821.0,Rent,Housing,03/01/19,,a1KS0000003P8AsMAK,,a0z4N000004kmMEQAY
a1H8M000000FAnM,963.0,Rent,Housing,09/10/19,,a1KS0000003P88WMAS,,a0z4N000005MW0uQAG
a1H8M000000FAnN,373.02,Rent,Housing,02/20/20,,a1KS0000003P8GyMAK,,a0z4N000005PFbnQAG
a1H8M000000FAnO,807.0,Rent,Housing,06/10/21,,a1KS0000003P8GyMAK,,a0z4N000007oUVGQA2
a1H8M000000FAnP,645.0,Rent,Housing,11/27/18,,a1KS0000003P88xMAC,,a0z610000044VvZAAU
a1H8M000000FAnQ,835.0,Rent,Housing,03/05/20,,a1KS0000003P8H7MAK,,a0z4N000006eNsjQAE
a1H8M000000FAnR,782.32,Rent,Housing,11/25/19,,a1KS0000003P8CrMAK,,a0z4N000005NxQxQAK
a1H8M000000FAnS,954.0,Rent,Housing,04/04/19,,a1KS0000003P8BhMAK,,a0z4N000004kmQ6QAI
a1H8M000000FAnT,782.0,Rent,Housing,02/03/20,,a1KS0000003P8HMMA0,,a0z4N000005P3FOQA0
a1H8M000000FAnU,202.0,Rent,Housing,06/05/20,,a1KS0000003P8BsMAK,,a0z4N000006iGUgQAM
a1H8M000000FAnV,74.0,Rent,Housing,05/02/19,,a1KS0000003P8CXMA0,,a0z4N000004sVi6QAE
a1H8M000000FAnW,250.0,Rent,Housing,03/12/19,,a1KS0000003P8BWMA0,,a0z4N000004kmL6QAI
a1H8M000000FAnX,895.0,Rent,Housing,01/23/20,,a1KS0000003P8BbMAK,,a0z4N000005Ol6sQAC
a1H8M000000FAnY,319.0,Rent,Housing,11/04/19,,a1KS0000003P8EWMA0,,a0z4N000005NUyEQAW
a1H8M000000FAnZ,437.5,Rent,Housing,03/18/21,,a1KS0000003P8H8MAK,,a0z4N000007oT7YQAU
a1H8M000000FAna,660.0,Rent,Housing,05/01/21,,a1KS0000003P8DWMA0,,a0z4N000007oTU0QAM
a1H8M000000FAnb,895.0,Rent,Housing,03/08/19,,a1KS0000003P8AeMAK,,a0z4N000004kmLBQAY
a1H8M000000FApI,72.4,Utilities,Housing,04/06/20,,a1KS0000003P8BZMA0,,a0z4N000006et7cQAA
a1H8M000000FApJ,77.22,Utilities,Housing,09/09/19,,a1KS0000003P88fMAC,,a0z4N000005M2ebQAC
a1H8M000000FApK,56.47,Utilities,Housing,03/12/19,,a1KS0000003P8B0MAK,,a0z4N000004kmLLQAY
a1H8M000000FApL,63.17,Utilities,Housing,12/10/18,,a1KS0000003P8BcMAK,,a0z610000044Y9XAAU
a1H8M000000FApM,299.83,Utility Arrears,Housing,03/10/20,,a1KS0000003P89cMAC,,a0z4N000006eRf9QAE
a1H8M000000FAnK,1000.0,Rent,Housing,08/02/19,,a1KS0000003P89VMAS,,a0z4N000005M2YrQAK
a1H8M000000FAnJ,973.02,Other,Housing,09/06/19,,a1KS0000003P8DVMA0,,a0z4N000005MRgIQAW
a1H8M000000FAnI,425.0,Other,Housing,07/03/19,,a1KS0000003P8CkMAK,,a0z4N000004sXIUQA2
a1H8M000000FAnH,,Other,Housing,,,a1KS0000003PEWOMA4,,a2ZS0000002FutxMAC
a1H8M000000FApQ,141.52,Utility Arrears,Housing,04/01/20,,a1KS0000003P8H2MAK,,a0z4N000006epTyQAI
a1H8M000000FApR,583.67,Utility Arrears,Housing,08/28/19,,a1KS0000003P8ClMAK,,a0z4N000005MIWTQA4
a1H8M000000FApS,351.49,Utility Arrears,Housing,05/15/19,,a1KS0000003P8CaMAK,,a0z4N000004sWAzQAM
a1H8M000000FApT,398.81,Utility Arrears,Housing,07/29/19,,a1KS0000003P8EjMAK,,a0z4N000005M2OkQAK
a1H8M000000FApU,196.63,Utility Arrears,Housing,05/28/19,,a1KS0000003P8CbMAK,,a0z4N000004sWBOQA2
a1H8M000000FApV,294.23,Utility Arrears,Housing,03/05/19,,a1KS0000003P8AgMAK,,a0z4N000004kmM4QAI
a1H8M000000FApW,222.91,Utility Arrears,Housing,09/06/19,,a1KS0000003P8DUMA0,,a0z4N000005MRg3QAG
a1H8M000000FApX,1034.45,Utility Arrears,Housing,05/25/21,,a1KS0000003P8FpMAK,,a0z4N000007oUBwQAM
a1H8M000000FApY,421.44,Utility Arrears,Housing,10/03/19,,a1KS0000003P8GqMAK,,a0z4N000005MvwmQAC
a1H8M000000FApZ,321.88,Utility Arrears,Housing,04/29/19,,a1KS0000003P8CZMA0,,a0z4N000004sVMFQA2
a1H8M000000FApa,662.32,Utility Arrears,Housing,02/25/19,,a1KS0000003P8BXMA0,,a0z4N000004kmNHQAY
a1H8M000000FApb,250.0,Utility Deposit,Housing,09/19/19,,a1KS0000003P8HQMA0,,a0z4N000005MmDGQA0
a1H8M000000FApc,250.0,Utility Deposit,Housing,06/11/21,,a1KS0000003P8GxMAK,,a0z4N000007oUVBQA2
a1H8M000000FApd,250.0,Utility Deposit,Housing,06/07/19,,a1KS0000003P88YMAS,,a0z4N000004sWbNQAU
a1H8M000000FApf,466.72,Utility Deposit,Housing,05/21/19,,a1KS0000003P8BuMAK,,a0z4N000004sWB9QAM
a1H8M000000FApg,250.0,Utility Deposit,Housing,08/07/19,,a1KS0000003P8CiMAK,,a0z4N000005M2dbQAC
a1H8M000000FAph,250.0,Utility Deposit,Housing,05/21/19,,a1KS0000003P8CcMAK,,a0z4N000004sWBEQA2
a1H8M000000FApi,250.0,Utility Deposit,Housing,11/27/18,,a1KS0000003P891MAC,,a0z610000044UsRAAU
a1H8M000000FApj,250.0,Utility Deposit,Housing,12/20/19,,a1KS0000003P8GzMAK,,a0z4N000005OVslQAG
a1H8M000000FApF,35.97,Utilities,Housing,07/15/19,,a1KS0000003P88eMAC,,a0z4N000005M25AQAS
a1H8M000000FApG,56.54,Utilities,Housing,10/02/19,,a1KS0000003P88cMAC,,a0z4N000005N1gGQAS
a1H8M000000FApH,446.05,Utilities,Housing,06/10/19,,a1KS0000003P88ZMAS,,a0z4N000004sWbIQAU
a1H8M000000FAnC,100.0,Application Fee,Housing,12/06/18,,a1KS0000003P89iMAC,,a0z610000044W2MAAU
a1H8M000000FAnD,405.93,Furniture,Housing,10/08/19,,a1KS0000003P8H6MAK,,a0z4N000005N184QAC
a1H8M000000FAnE,474.91,Mattress,Housing,08/14/19,,a1KS0000003P8BxMAK,,a0z4N000005M2i9QAC
a1H8M000000FAnF,325.98,Mattress,Housing,12/17/19,,a1KS0000003P8HQMA0,,a0z4N000005OSURQA4
a1H8M000000FAnG,386.3,Other,Housing,04/24/19,,a1KS0000003P8BrMAK,,a0z4N000004sVMAQA2
a1H8M000000FApe,250.0,Utility Deposit,Housing,05/06/20,,a1KS0000003P8BfMAK,,a0z4N000006fIngQAE
a1H8M000000FAoW,3170.0,Rental Arrears,Housing,06/14/21,,a1KS0000003P8H3MAK,,a0z4N000007oUWdQAM
a1H8M000000FAoV,637.5,Rental Arrears,Housing,10/08/19,,a1KS0000003P8H3MAK,,a0z4N000005N13xQAC
a1H8M000000FAoU,1508.0,Rental Arrears,Housing,05/14/19,,a1KS0000003P8AUMA0,,a0z4N000004sWAuQAM
a1H8M000000FAoT,595.72,Rental Arrears,Housing,02/24/20,,a1KS0000003P88hMAC,,a0z4N000005PM1kQAG
a1H8M000000FAoS,722.75,Rental Arrears,Housing,12/10/19,,a1KS0000003P8HKMA0,,a0z4N000005OIsDQAW
a1H8M000000FAoR,1188.46,Rental Arrears,Housing,04/26/19,,a1KS0000003P8GqMAK,,a0z4N000004sVJNQA2
a1H8M000000FAoQ,375.0,Rental Arrears,Housing,03/10/20,,a1KS0000003P89eMAC,,a0z4N000006eRbRQAU
a1H8M000000FAoP,565.0,Rental Arrears,Housing,12/19/19,,a1KS0000003P8HJMA0,,a0z4N000005OIpYQAW
a1H8M000000FAoO,1067.75,Rental Arrears,Housing,07/29/19,,a1KS0000003P8EiMAK,,a0z4N000005M2OpQAK
a1H8M000000FAoN,1490.25,Rental Arrears,Housing,09/03/19,,a1KS0000003P8CTMA0,,a0z4N000005MNdFQAW
a1H8M000000FAoM,1646.5,Rental Arrears,Housing,07/29/19,,a1KS0000003P8EgMAK,,a0z4N000005M2OqQAK
a1H8M000000FAoL,2754.08,Rental Arrears,Housing,07/10/19,,a1KS0000003P8EeMAK,,a0z4N000005M25KQAS
a1H8M000000FAoK,2218.0,Rental Arrears,Housing,07/24/19,,a1KS0000003P8EhMAK,,a0z4N000005M2P0QAK
a1H8M000000FAoJ,1288.1,Rental Arrears,Housing,02/18/19,,a1KS0000003P8AvMAK,,a0z4N000004kmLkQAI
a1H8M000000FAoI,261.29,Rental Arrears,Housing,11/15/19,,a1KS0000003P8ATMA0,,a0z4N000005NkfaQAC
a1H8M000000FAoH,899.36,Rental Arrears,Housing,07/10/19,,a1KS0000003P8EdMAK,,a0z4N000005M255QAC
a1H8M000000FAo3,1361.0,Rent,Housing,03/10/20,,a1KS0000003P89dMAC,,a0z4N000006eRbqQAE
a1H8M000000FAo4,884.0,Rent,Housing,04/03/20,,a1KS0000003P8GtMAK,,a0z4N000006epW4QAI
a1H8M000000FAo5,745.0,Rent,Housing,01/28/19,,a1KS0000003P88zMAC,,a0z61000003iMLPAA2
a1H8M000000FAo6,850.0,Rent,Housing,03/10/20,,a1KS0000003P8AwMAK,,a0z4N000006eSC3QAM
a1H8M000000FAo7,660.0,Rent,Housing,05/25/21,,a1KS0000003P8FlMAK,,a0z4N000007oUB3QAM
a1H8M000000FAo8,451.62,Rent,Housing,07/10/19,,a1KS0000003P89XMAS,,a0z4N000005M2HpQAK
a1H8M000000FAo9,1300.0,Rent,Housing,08/29/19,,a1KS0000003P8BpMAK,,a0z4N000005ML56QAG
a1H8M000000FAoB,875.0,Rent,Housing,06/07/19,,a1KS0000003P88XMAS,,a0z4N000004sWRyQAM
a1H8M000000FAoC,1136.06,Rent,Housing,02/26/20,,a1KS0000003P88jMAC,,a0z4N000005PM2dQAG
a1H8M000000FAoD,821.0,Rent,Housing,03/01/19,,a1KS0000003P8AnMAK,,a0z4N000004kmM9QAI
a1H8M000000FAoE,945.0,Rent,Housing,12/19/18,,a1KS0000003P88yMAC,,a0z610000044eE0AAI
a1H8M000000FAoF,870.52,Rental Arrears,Housing,05/17/19,,a1KS0000003P8DPMA0,,a0z4N000004sXHlQAM
a1H8M000000FAoG,769.88,Rental Arrears,Housing,11/20/19,,a1KS0000003P8CUMA0,,a0z4N000005NrFcQAK
a1H8M000000FAoA,750.0,Rent,Housing,10/30/19,,a1KS0000003P8HGMA0,,a0z4N000005NQgnQAG
a1H8M000000FAo2,600.0,Rent,Housing,08/08/19,,a1KS0000003P8ByMAK,,a0z4N000005M2izQAC
a1H8M000000FAo1,900.0,Rent,Housing,08/14/19,,a1KS0000003P8C0MAK,,a0z4N000005MNd5QAG
a1H8M000000FAo0,1113.26,Rent,Housing,02/28/19,,a1KS0000003P892MAC,,a0z4N000004kmMiQAI
a1H8M000000FAnz,594.0,Rent,Housing,01/06/20,,a1KS0000003P8BkMAK,,a0z4N000005Ol7lQAC
NES Arrears,219.57,Utility Arrears,Housing,06/14/21,Paid,a1KS0000003P8GjMAK,,a0z4N000007oUXNQA2
GE-1002257,74.66,Utilities,Housing,05/18/20,,a0t4x000001V40xAAC,,a0z4N000006fIycQAE
GE-1002076,69.94,Utilities,Housing,05/20/21,,a0t4x000001V40wAAC,,a0z4N000007oU8TQAU
GE-1002269,1320.0,Rental Arrears,Housing,09/25/19,,a0t4x000001V40uAAC,,a0z4N000005MmC3QAK
GE-1001705,700.0,Rent,Housing,08/17/18,,a0t4x000001V41cAAC,,a0z610000044Np6AAE
GE-1002067,326.88,Rental Arrears,Housing,05/12/21,,a0t4x000001V41JAAS,,a0z4N000007oU2yQAE
GE-1001949,84.53,Utilities,Housing,05/17/18,,a0t4x000001V40gAAC,,a0z610000044KN3AAM
GE-1001932,442.0,Rent,Housing,04/30/21,,a0t4x000001V41FAAS,,a0z4N000007oTqzQAE
GE-1001712,426.0,Rent,Housing,12/04/18,,a0t4x000001V418AAC,,a0z610000044VsuAAE
GE-1001884,308.0,Drivers License/ID Expense,Other Assistance,07/19/18,,a0t4x000001V40iAAC,,a0z610000044BCDAA2
GE-1001756,20.0,Gift Card,Other Assistance,09/27/18,,a0t4x000001V418AAC,,a0z4N000004kmOoQAI
GE-1001711,138.2,Utilities,Housing,12/04/18,,a0t4x000001V41cAAC,,a0z610000044VszAAE
GE-1002140,1268.0,Rent,Housing,06/29/21,,a0t4x000001V40oAAC,,a0z4N000007oUkyQAE
GE-1002077,500.0,Rental Deposit,Housing,06/04/21,,a0t4x000001V41JAAS,,a0z4N000007oU8nQAE
GE-1002291,279.0,Rent,Housing,03/05/20,,a0t4x000001V410AAC,,a0z4N000006eNrMQAU
GE-1001706,250.0,Utility Deposit,Housing,08/15/18,,a0t4x000001V41cAAC,,a0z610000044PnTAAU
NES Deposit,250.0,Utility Deposit,Housing,06/15/21,Paid,a1KS0000003P8H8MAK,,a0z4N000007oUZaQAM
GE-1002068,442.0,Rent,Housing,06/01/21,,a0t4x000001V41FAAS,,a0z4N000007oUFrQAM
GE-1002285,837.71,Utility Arrears,Housing,09/10/19,,a0t4x000001V418AAC,,a0z4N000005MzxHQAS
GE-1001904,281.2,Childcare Expenses,Other Assistance,08/28/19,,a0t4x000001V40pAAC,,a0z4N000005MIVQQA4
GE-1001915,531.16,Rental Deposit,Housing,03/19/21,,a0t4x000001V41FAAS,,a0z4N000007oT8RQAU
GE-1001746,20.0,Gift Card,Other Assistance,07/27/18,,a0t4x000001V41cAAC,,a0z4N000004kmOUQAY
GE-1002287,2668.42,Rental Arrears,Housing,10/09/19,,a0t4x000001V40vAAC,,a0z4N000005N16XQAS
GE-1002302,100.0,Rent,Housing,02/05/20,,a0t4x000001V410AAC,,a0z4N000005P1gIQAS
GE-1001914,250.0,Utility Deposit,Housing,06/02/21,,a0t4x000001V41JAAS,,a0z4N000007oUKDQA2
Rental Deposit,1100.0,Rental Deposit,Housing,06/18/21,Paid,a1KS0000003P8H7MAK,,a0z4N000007oUZZQA2
July Rent,1100.0,Rent,Housing,06/18/21,Paid,a1KS0000003P8H6MAK,,a0z4N000007oUZUQA2
Prorated Rent,476.67,Rent,Housing,06/18/21,Paid,a1KS0000003P8H5MAK,,a0z4N000007oUZPQA2
a1H8M000000FAnl,950.0,Rent,Housing,03/10/20,,a1KS0000003P8CWMA0,,a0z4N000006eUeyQAE
a1H8M000000FAnm,744.0,Rent,Housing,10/03/19,,a1KS0000003P8GpMAK,,a0z4N000005MvwDQAS
a1H8M000000FAnn,1200.0,Rent,Housing,08/13/19,,a1KS0000003P88gMAC,,a0z4N000005M2hGQAS
a1H8M000000FAno,624.5,Rent,Housing,09/04/19,,a1KS0000003P8CnMAK,,a0z4N000005MNewQAG
a1H8M000000FAnp,610.0,Rent,Housing,02/24/21,,a1KS0000003P8H9MAK,,a0z4N000007oSsFQAU
a1H8M000000FAnq,374.0,Rent,Housing,09/05/19,,a1KS0000003P8CqMAK,,a0z4N000005MNdeQAG
a1H8M000000FAnk,,Rent,Housing,,,a1KS0000003P8EUMA0,,a2ZS0000002FuuHMAS
a1H8M000000FAnr,995.0,Rent,Housing,04/01/19,,a1KS0000003P8AcMAK,,a0z4N000004kmKDQAY
a1H8M000000FAnt,531.0,Rent,Housing,03/06/19,,a1KS0000003P8AlMAK,,a0z4N000004kmKXQAY
a1H8M000000FAnu,725.0,Rent,Housing,05/31/19,,a1KS0000003P8BvMAK,,a0z4N000004sWL5QAM
a1H8M000000FAnv,381.0,Rent,Housing,10/07/19,,a1KS0000003P8H1MAK,,a0z4N000005MzzIQAS
a1H8M000000FAnw,127.0,Rent,Housing,05/08/20,,a1KS0000003P8BaMAK,,a0z4N000006fInlQAE
a1H8M000000FAnx,1000.0,Rent,Housing,09/03/19,,a1KS0000003P88wMAC,,a0z4N000005MM0lQAG
a1H8M000000FAny,350.0,Rent,Housing,03/04/21,,a1KS0000003P8CuMAK,,a0z4N000007oT8CQAU
a1H8M000000FAns,1295.0,Rent,Housing,05/07/19,,a1KS0000003P8GvMAK,,a0z4N000004sVqGQAU
a1H8M000000FAnj,660.0,Rent,Housing,06/29/21,,a1KS0000003P8FmMAK,,a0z4N000007oUB8QAM
a1H8M000000FAnh,895.0,Rent,Housing,07/25/19,,a1KS0000003P88aMAC,,a0z4N000005M2OzQAK
Rental Application,35.0,Application Fee,Housing,05/26/21,Paid,a1KS0000003P8FoMAK,,a0z4N000007oUBmQAM
First Month Rent,1490.0,Rent,Housing,05/24/21,Paid,a1KS0000003P8FbMAK,,a0z4N000007oU8xQAE
Last Month Rent,1490.0,Rent,Housing,05/24/21,Paid,a1KS0000003P8FaMAK,,a0z4N000007oU8tQAE
Rental Deposit,1490.0,Rental Deposit,Housing,05/24/21,Paid,a1KS0000003P8FZMA0,,a0z4N000007oU8sQAE
NES Deposit,250.0,Utility Deposit,Housing,06/10/21,Paid,a1KS0000003P8H0MAK,,a0z4N000007oUVaQAM
a1H8M000000FAni,450.0,Rent,Housing,04/03/20,,a1KS0000003P8H3MAK,,a0z4N000006eql5QAA
a1H8M000000FApN,196.25,Utility Arrears,Housing,05/13/19,,a1KS0000003P8GuMAK,,a0z4N000004sVsGQAU
a1H8M000000FApP,323.16,Utility Arrears,Housing,04/01/20,,a1KS0000003P8GsMAK,,a0z4N000006epV1QAI
a1H8M000000FAnc,520.0,Rent,Housing,04/15/19,,a1KS0000003P8BiMAK,,a0z4N000004kmPwQAI
a1H8M000000FAnd,721.0,Rent,Housing,10/03/19,,a1KS0000003P8GrMAK,,a0z4N000005MvxGQAS
a1H8M000000FAne,227.0,Rent,Housing,10/03/19,,a1KS0000003P8H5MAK,,a0z4N000005N19bQAC
a1H8M000000FAnf,300.0,Rent,Housing,04/03/20,,a1KS0000003P8H1MAK,,a0z4N000006epT5QAI
a1H8M000000FAng,1500.0,Rent,Housing,03/04/19,,a1KS0000003P8AkMAK,,a0z4N000004kmMJQAY
a1H8M000000FApO,38.19,Utility Arrears,Housing,07/11/19,,a1KS0000003P88oMAC,,a0z4N000005M263QAC
App Fee,50.0,,Housing,08/19/21,Paid,SHFS-TFC0000525614,Firemark,a0z4N000007zGpfQAE
2 cards,50.0,,Other Assistance,12/16/19,Paid,SHFS-TFC0000522169,,a0z4N000006iHqcQAE
Eviction Arrears,1527.0,,Housing,07/15/21,Paid,SHFS-TFC0000525614,Phoenix Recovery Group,a0z4N000007oV9vQAE
Eviction Arrears,791.4,,Housing,07/15/21,Paid,SHFS-TFC0000525614,Phoenix Recovery Group,a0z4N000007oV8PQAU
App Fee_applied to another client/different grant,25.0,,Housing,,Cancelled,SHFS-TFC0000525614,Summerwind Apartmens,a0z4N000007zGgOQAU
App Fee,35.0,,Housing,07/09/21,Paid,SHFS-TFC0000525614,Paddock at Grandview,a0z4N000007oUxgQAE
Birth Certificate_son,27.95,,Other Assistance,07/14/21,Paid,SHFS-TFC0000525614,Vital chek,a0z4N000007oV1jQAE
Storage,82.0,,Other Assistance,07/08/21,Paid,SHFS-TFC0000525614,StorPlace,a0z4N000007oV1YQAU
Birth Certificate_hoH,15.34,,Other Assistance,07/14/21,Paid,SHFS-TFC0000525614,Lentz,a0z4N000007oV1iQAE
Kroger,25.0,,Other Assistance,09/26/19,Paid,SHFS-TFC0000522168,,a0z4N000006iHqAQAU
Additional rent July,800.0,,Housing,07/02/21,Paid,SHFS-TFC0000522205,Forest Park Apartments (Bellevue),a0z4N000007oUuCQAU
Target - 3 cards,150.0,,Other Assistance,03/11/20,Paid,SHFS-TFC0000525618,,a0z4N000006iHrOQAU
1/2 October Rent,437.5,,Housing,10/05/20,Paid,SHFS-TFC0000522170,,a0z4N000007FdblQAC
Rental Deposit,675.0,,Housing,08/07/20,Paid,SHFS-TFC0000522170,,a0z4N000007FcarQAC
Walmrt,25.0,,Other Assistance,12/23/19,Paid,SHFS-TFC0000522168,,a0z4N000006iHq9QAE
NES Arrears,642.89,,Housing,07/31/20,Paid,SHFS-TFC0000522170,,a0z4N000007FcatQAC
Gas,25.0,,Other Assistance,12/16/19,Paid,SHFS-TFC0000522169,,a0z4N000006iHoXQAU
Pro Rated Rent,677.42,,Housing,08/07/20,Paid,SHFS-TFC0000522170,,a0z4N000007FcasQAC
Hotel 12.1-12.8,231.0,,Other Assistance,12/01/20,Paid,SHFS-TFC0000522202,Hometowne Studios,a0z4N000007FePRQA0
Hotel 10.6_10.13,231.0,,Other Assistance,10/06/20,Paid,SHFS-TFC0000522202,Hometowne Studios,a0z4N000007FdjMQAS
Hotel 12.15-12.22,231.0,,Other Assistance,12/15/20,Paid,SHFS-TFC0000522202,Hometowne Studios,a0z4N000007FehdQAC
Thrift Smart,20.0,,Other Assistance,10/30/19,Paid,SHFS-TFC0000525188,,a0z4N000006iHqBQAU
Transportation,12.56,,Other Assistance,01/14/21,Paid,SHFS-TFC0000522202,Lyft,a0z4N000007FfpYQAS
Transportation,7.8,,Other Assistance,01/14/21,Paid,SHFS-TFC0000522202,Lyft,a0z4N000007FfpTQAS
Hotel  1.5-1.12.2021,231.0,,Other Assistance,01/04/21,Paid,SHFS-TFC0000522202,Hometowne Studios,a0z4N000007FeteQAC
Hotel 10.27-11.3,231.0,,Other Assistance,10/27/20,Paid,SHFS-TFC0000522202,Hometowne Studios,a0z4N000007FdsfQAC
Hotel  12.29-1.4.2021,231.0,,Other Assistance,12/29/20,Paid,SHFS-TFC0000522202,Hometowne Studios,a0z4N000007FetUQAS
Utility deposit + past due + svc fee,643.92,,Housing,11/22/21,Paid,SHFS-TFC0000525219,Nashville Electric Service (NES),a0z4N000007zI0EQAU
App Fee_Diaz and McCord,50.0,,Housing,08/27/21,Paid,SHFS-TFC0000525219,Brooks Services,a0z4N000007zGjqQAE
Past Due Balance_MDHA (Markethio),4919.0,,Housing,06/17/21,Paid,SHFS-TFC0000525219,MDHA,a0z4N000007oUcdQAE
May 2022 Rent,0.0,,Housing,,Planned,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI0TQAU
March 2022 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI0RQAU
April 2022 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI0SQAU
2 adult App Fee Uptown Flats,70.0,,Housing,10/20/21,Paid,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zHXuQAM
Stove,470.98,,Other Assistance,02/03/21,Paid,SHFS-TFC0000522202,Lowes,a0z4N000007FffQQAS
January 2022 Rent_check not received_reissued in January pd. 1.18.22,1150.0,,Housing,12/21/21,Paid,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI0PQAU
Security Deposit,1350.0,,Housing,11/19/21,Paid,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI04QAE
December 2021 Rent,1350.0,,Housing,11/23/21,Paid,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI0OQAU
App Fee,25.0,,Housing,06/10/21,Paid,SHFS-TFC0000525219,Nashwood Park,a0z4N000007oUVkQAM
February 2022 Rent_Sec 8 kicked in,950.0,,Housing,01/25/22,Paid,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI0QQAU
Prorate rent for November,405.0,,Housing,11/19/21,Paid,SHFS-TFC0000525219,Uptown Flats,a0z4N000007zI09QAE
Car Repairs,184.62,,Other Assistance,07/20/21,Paid,SHFS-TFC0000525219,Multiple vendor_reimburse Collen Mayer,a0z4N000007oV84QAE
Out of state birth certificate,47.95,,Other Assistance,06/04/21,Paid,SHFS-TFC0000525219,Vital Chek,a0z4N000007oV9GQAU
ID_Markethio McCord,12.0,,Other Assistance,07/20/21,Paid,SHFS-TFC0000525219,Dept Safety & homeland Security,a0z4N000007oV8SQAU
Hotel Additional Charges,74.12,,Other Assistance,06/25/21,Paid,SHFS-TFC0000525219,ESA,a0z4N000007oV96QAE
birth certificate,15.34,,Other Assistance,08/19/21,Paid,SHFS-TFC0000525219,Vital Records,a0z4N000007zGfpQAE
Utility Deposit,252.25,,Housing,03/08/21,Paid,SHFS-TFC0000522205,NES,a0z4N000007oStyQAE
September 2021 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000522205,Forest Park Apartments (Bellevue),a0z4N000007oSvuQAE
November 2021 Rent,589.0,,Housing,10/28/21,Paid,SHFS-TFC0000522205,Forest Park Apartments (Bellevue),a0z4N000007zH3CQAU
Deposit,300.0,,Housing,02/23/21,Paid,SHFS-TFC0000522205,Forrest Park Apts,a0z4N000007FfmUQAS
App Fee_Markethio McCord,25.0,,Housing,06/15/21,Paid,SHFS-TFC0000525219,Nashwood Park,a0z4N000007oUb6QAE
Gas,25.0,,Other Assistance,01/16/20,Paid,SHFS-TFC0000525188,,a0z4N000006iHokQAE
Past Due Rent (Covid),849.21,,Housing,11/24/20,Paid,SHFS-TFC0000525184,Terrace Park,a0z4N000007FeGfQAK
Goodwill Gift Cards,100.0,,Other Assistance,11/05/20,Paid,SHFS-TFC0000522611,,a0z4N000007FeKzQAK
Prevention- rental arrears,1387.0,,Housing,12/27/18,Paid,SHFS-TFC0000522162,,a0z610000044eaCAAQ
NES payment,322.84,,Housing,01/15/19,Paid,SHFS-TFC0000522160,,a0z610000044jlXAAQ
Rental Arrears,534.05,,Housing,12/18/18,Paid,SHFS-TFC0000522160,,a0z610000044bjpAAA
Rental Arrears,700.0,,Housing,12/11/18,Paid,SHFS-TFC0000522159,,a0z610000044ZhFAAU
MDHA Arrears (clear balance to assist w/ eligibility for MDHA Section 8 app),204.68,,Housing,09/10/18,Paid,SHFS-TFC0000525178,,a0z610000044Pz5AAE
App Fee,35.0,,Housing,12/10/18,Paid,SHFS-TFC0000522158,Nob Hill,a0z610000044ZgWAAU
